id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion
11,E2,520000,520000,26063,2024-11-05,CASA EN VENTA TULANCINGO HIDALGO,120,240,4333.333333333333,2166.6666666666665,2023-05-05,463,15,2024-08-13,Casa,Venta,2,4,2,0,2.0,No,,lomas de progreso,tulancingo de bravo,hidalgo,lomas de progreso,43615.0,"Lomas de Progreso, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-164b00fed1ad-5af1-9809fced-b47e-3231,"Hermosa casa muy bien ubicada en zona tranquila y de facil acceso. Está propiedad es de ""REMATE BANCARIO"", lo que te permite adquirirlas muy por debajo de su valor comercial.No se pueden ver por dentro hasta la entrega.SIN CREDITO ( infonavit,fovissste o bancario)ENTREGA EN 9 MESESSe acepta ÚNICAMENTE PAGO DE CONTADO, CESIÓN DE DERECHOS ANTE NOTARIO PÚBLICO.""TRAMITE BAJO CONTRATO""""Nos especializamos en remates bancarios, te asesoramos desde el inicio y hasta la entrega de tu propiedad"""
12,,3750000,3750000,187951,2024-11-05,"CASA DE 1 NIVEL EN LA MORENA, TULANCINGO",160,240,23437.5,15625.0,2023-04-21,478,15,2024-08-13,Casa,Venta,2,4,4,0,4.0,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-5b029fa4b8c7-f083-3a6060f6-9bd2-39bf,"CASA EN VENTA COLONIA LA MORENALa Morena es una zona con excelente plusvalía se ubica a solo 5 min. del centro de Tulancingo, central de autobuses y a 3 min. de la central de abastos. Tiene acceso a la carretera Tulancingo-Pachuca.En la zona encontrarás todos los servicios a tu alcance para las necesidades básicas de tu hogar, tiendas locales, tiendas de auto-servicio, panaderías, restaurantes, lavanderías, Oxxo y a 5 min. de bodega Aurrera.La casa cuenta con:Planta baja:  Sala a desnivel.  Comedor.  Cocina equipada.  Cochera para 2 autos con puerta automatizada.  1/2 baño.  Terraza trasera.  Cuarto de servicio grande y completo.  Área de lavado.Planta alta:  4 recámaras con clósets.  Recámara principal con jacuzzi.  4 baños.Pregunta por la forma de pago.DISPONIBILIDAD Y PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio no incluye gastos de escrituración, gastos administrativos e impuestos. Horario de atención para citasLunes a viernes: 10:00 a 14:00 y 16:30 a 18:00Sábados: 10:00 a 14:30Domingos: previa citaMayores informes y citas: Ver teléfono Whatsapp ""HAY UN LUGAR ESPERANDO SER TU HOGAR"""
13,E1,430000,430000,21552,2024-11-05,CASA EN RINCONADA LA MORENA,150,280,2866.6666666666665,1535.7142857142858,2024-08-13,0,0,2024-08-13,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a93e69853919-8d9e-1910f7d-8cb0-7080,"🏠PRECIOSA CASA EN TULANCINGO HIDALGO, EXCELENTES VÍAS DE ACCESO COMO BULEVAR LA MORENA Y BULEVAR E ZAPATA. CERCA A SUPERMERCADOS COMO BODEGA AURRERA, SAM´S CLUB Y WALTMART. A UNAS CALLES DE LA PRESIDENCIA MUNICIPAL Y EL CENTRO DE TULANCINGO. RODEADA DE ESCUELAS, TIENDAS DE AUTOSERVICIO, BANCOS, CENTROS COMERCIALES.📍RECUPERACIÓN BANCARIA¡EXCELENTE OPORTUNIDAD!**RECUPERACION BANCARIA** PAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOS, SEGUNDO PAGO A LA FIRMA DE CESIÓN DE DERECHOS, ¡INVIERTE EN TU PATRIMONIO…ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL 50% DE VALOR COMERCIALENTREGA GARANTIZADA! ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.ASESORÍA SIN COSTO EN NUESTRO CORPORATIVO"
14,E2,580000,580000,29070,2024-11-05,PRECIOSA CASA EN TULANCINGO HIDALGO OAHM,150,280,3866.6666666666665,2071.428571428572,2023-11-23,261,8,2024-08-13,Casa,Venta,2,4,2,1,2.5,No,,20 de noviembre,tulancingo de bravo,hidalgo,20 de noviembre,43689.0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-31c0d0c8c869-3288-13762b7d-982b-4ede,¡¡¡APROVECHA ESTA GRAN OPORTUNIDAD DE INVERSIÓN!!!PROPIEDAD EN RECUPERACIÓN BANCARIA.Protección legal durante todo el proceso.Firma de cesión de derechos ante notario público.Pago en dos exhibiciones.Garantía de entrega del inmueble por escrito.Solo pago de contado.Asesoría gratuita en nuestro Corporativo.Solicita información y agenda tu cita al Ver teléfono Whatsapp
15,E2,590000,590000,29571,2024-11-05,VENTA AMPLIA Y HERMOSA CASA EN JARDINES DEL SUR HIDALGO,204,300,2892.156862745098,1966.6666666666667,2024-07-10,33,1,2024-08-13,Casa,Venta,2,4,3,0,3.0,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a19fce8f99cb-3221-d50b6c7e-b56f-4878,"¿QUIERES DEJAR DE MALGASTAR TU DINERO EN RENTAS E INVERTIR EN UNA PROPIEDAD?¿DESEAS INICIAR UN NEGOCIO, PERO NO SABES POR DÓNDE COMENZAR Y REQUIERES LA AYUDA DE PROFESIONALES? DEJA DE SOÑAR, Y HAZLO REALIDAD.AMPLIA CASA QUE CUENTA CON: 4 HABITACIONES, 3 BAÑOS, SALA, COMEDOR Y 1 LUGAR DE ESTACIONAMIENTO, CERCA DE DIVERSOS SERVICIOS COMO SON:  ESCUELAS, HOSPITALES, HOTELES, PARQUES, FARMACIAS, RESTAURANTES Y ÁREAS DE ESPARCIMIENTO, A 5 MIN. DE SAM´S CLUB TULANCINGO, 7 MIN. DEL MUSEO DEL FERROCARRIL DE TULANCINGO Y 9 MIN. DEL INSTITUTO DE CIENCIAS AGROPECUARIAS, CERCA DE VIALIDADES PRINCIPALES PARA ACCEDER AL INMUEBLE, COMO SON: BLVD. BICENTENARIO, GRAL. L. CÁRDENAS Y CALZ. LOS ROMEROS.Es una gran opción para adquirir un Patrimonio muy asequible, y brindar a tu familia el confort y calidad de vida que siempre has deseado, todo ello, por un monto mucho menor a su valor comercial. RECUPERACIÓN BANCARIA// FIRMA DE CESIÓN DE DERECHOS ANTE NOTARIO// ENTREGA GARANTIZADA BAJO CONTRATO//  ASESORÍA SIN COSTO AL TELEFÓNO Ver teléfono Whatsapp."
16,A3,3946465,3946465,197798,2024-11-05,vomo_ INVIERTE DE CONTADO Y GANATE VENTAJOSO PRECIO EN GRAN PROPIEDAD DEL  PEDREGAL DE SAN FRANCISCO EN TULANCINGO HIDALGO!!¡¡¡,216,300,18270.671296296296,13154.883333333331,2024-03-06,157,5,2024-08-13,Casa,Venta,2,4,3,1,3.5,No,,pedregal de san francisco,tulancingo de bravo,hidalgo,pedregal de san francisco,43673.0,"Pedregal de San Francisco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-128b99188b37-43d6-31813b1c-9b82-4058,"(VOMO) ID_ST5260NO TE PIERDAS ESTE PRECIO DE ENCANTO POR ESTA PROPIEDAD DE RECUPERACION BANCARIA. GRAN PROPIEDAD UBICADA EN CALLE PASEO DE LAS LAJAS DEL PEDREGAL DE SAN FRANCISCO EN TULANCINGO HIDALGO, LA ZONA CON MAYOR PLUSVALIA DE LA CIUDAD. PROPIEDAD CON ACCESO CONTROLADO CON TARJETA DE PROXIMIDAD, LOS MEJORES COLEGIOS PRIVADOS A MENOS DE  10 MINUTOS EN AUTO, CON LA PLAZA PATIO A 600 MTS Y CERCANO AL  SAMS CLUB Y RESTAURANTE VIPS.CODIGO DE PROPIEDAD: ID_ST5260VALOR APROXIMADO DE LA CESION DE DERECHOS: $ 3,946,465 M.N.(honorarios de recuperación incluidos)DUPLICA TU INVERSION A MEDIANO PLAZO.INFONAVIT  NO ACEPTA PROPIEDADES EN RECUPERACIÓN, EL PAGO SERÁ CON RECURSOS PROPIOS.ENTREGA GARANTIZADA, ASESORIA PROFESIONAL DE PRINCIPIO A FIN.PARA MAYORES INFORMES, CONTACTAME Y AGENDA TU CITA AHORA MISMO.VICTOR MEJIA O.Asesor comercial ARSIMVer teléfono Whatsappe-mail: Contactar"
17,E2,628000,628000,31476,2024-11-05,SE VENDE BONITA Y AMPLIA CASA EN TULANCINGO HIDALGO,280,330,2242.8571428571427,1903.030303030303,2024-08-13,0,0,2024-08-13,Casa,Venta,2,4,3,0,3.0,No,,los sabinos,tulancingo de bravo,hidalgo,los sabinos,43629.0,"Los Sabinos, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-6ae177f1fc58-4819-190ebad-b0ae-7c05,"¡EXCELENTE OPORTUNIDAD! PAGO DE CONTADO EN 2 EXHIBICIONES, SOLO SE ACEPTAN RECURSOS PROPIOS, ¡HAZ CRECER TU PATRIMONO... ES TU OPORTUNIDAD!PRECIO POR DEBAJO DEL VALOR COMERCIAL.¡ENTREGA GARANTIZADA! FOTOGRAFÍAS DE REFERENCIAASESORÍA SIN COSTO ADICIONAL EN NUESTRO CORPORATIVO."
18,,2500000,2500000,125301,2024-11-05,¡¡Gran Oportunidad de Inversión!! Hermosa y Amplia Casa en una de las Mejores Zonas de Tulancingo hidalgo,228,330,10964.912280701754,7575.757575757576,2024-07-09,34,1,2024-08-13,Casa,Venta,2,4,2,1,2.5,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-3a525cd4a38b-f4a5-eb8f2c82-bb26-474a,"Adquiere esta Hermosa Vivienda con un pago inicial de $500,000.00 y el resto al firmar la Cesión de derechos.Acompañamiento Jurídico de principio a fin del proceso garantizando la entrega de la Propiedad.¡¡¡¡NO SE ACEPTA NINGUN TIPO DE CREDITO, SOLO CON RECURSOS PROPIOS!!!!PARA MAS INFORMACION ESTAMOS A SUS ORDENESHORARIO DE ATENCIONLunes a Domingo de 09:00 am a 20:00 pm"
19,,2500000,2500000,125301,2024-11-05,"¡¡GRAN OPORTUNIDAD,  INMUEBLE  CON ADJUDICACION!!  EXCELENTE CASA EN TULANCINGO HGO¡¡",228,330,10964.912280701754,7575.757575757576,2024-07-09,34,1,2024-08-13,Casa,Venta,2,4,2,1,2.5,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d36291890f78-83bc-d9c55533-baaa-4727,"¡¡Gran Oportunidad!!  Excelente Casa ubicada en Tulancingo Hgo;   adquiere Esta Hermosa Vivienda con un pago inicial de $500,000.00 y el resto al firmar de la Cesión de derechosAcompañamiento Jurídico de principio a fin del proceso garantizando la entrega de la PropiedadNOTA:  SE FIRMA CESION DE DERECHOS DE 15 A 30 DIAS YA QUE EL INMUEBLE ESTA ADJUDICADO¡¡¡¡NO SE ACEPTA NINGUN TIPO DE CREDITO, SOLO CON RECURSOS PROPIOS!!!!PARA MAS INFORMACION ESTAMOS A SUS ORDENESHORARIO DE ATENCIONLunes a Domingo de 09:00 am a 20:00 pm"
20,,2500000,2500000,125301,2024-11-05,"Excelente Oportunidad De Inversión Tulancingo, Hidalgo",228,330,10964.912280701754,7575.757575757576,2024-07-22,22,0,2024-08-13,Casa,Venta,2,4,2,1,2.5,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-356a2c0f0229-7e9d-190dc28-a503-78ce,"Propiedad en REMATE HIPOTECARIO que está lista para gestionar su adquisición a un precio inmejorable COMPROBADO. ¡OPORTUNIDAD PERFECTA!, para inversores y compradores de alto estándar. Esta propiedad cuenta con una ubicación privilegiada en una zona deseable. ¡No dejes pasar esta ocasión para diversificar tu portafolio inmobiliario u obtener una vivienda ideal! GARANTÍAS POR CONTRATO: - LA ENTREGA DEL INMUEBLE (LIBRE DE GRAVAMEN Y ESCRITURADA). PRECIO POR DEBAJO DEL VALOR ORIGINAL. GESTIÓN SEGURA. –GRAN POTENCIAL DE RETORNO DE INVERSIÓN EN MUY POCO TIEMPO. NO CRÉDITOS. Contáctame hoy mismo para obtener más información y/o agendar una cita, sin compromiso."
21,E2,570000,570000,28569,2024-11-05,"HERMOSA Y AMPLIA CASA EN JARDINES DEL SUR TULANCINGO HIDALGO, SUPER PRECIO!!!",225,360,2533.333333333333,1583.3333333333333,2024-02-02,191,6,2024-08-13,Casa,Venta,2,4,3,0,3.0,No,,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Jardines Del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-9a87f2e30aa8-b101-a994006c-990c-4cc8,"¡¡¡QUE NO TE GANEN EXCELENTE OPORTUNIDAD DE INCREMENTAR TU PATRIMONIO!!! Ricardo LaraMóvil & WhatsApp: Ver teléfono WhatsappINCREMENTA TU PATRIMONIO CON TAN SOLO $290,000 Y EL SEGUNDO PAGO HASTA LA FIRMA DE CESION DE DERECHOS ANTE NOTARIO PUBLICO, TRAMITE AVALADO BAJO CONTRATO, ENTREGA GARANTIZADA!!! NO SE ACEPTA NINGUN CRÉDITO, SOLO RECURSO PROPIO. DOS PAGOS PARCIALES.Agenda tu cita en nuestro corporativo, ASESORIA GRATUITA.Con gusto te atenderá tu asesor: Ricardo Lara"
